grapheme_id,language_id
=,pangkhua
a,pangkhua
e,pangkhua
ei,pangkhua
h,pangkhua
i,pangkhua
k,pangkhua
l,pangkhua
m,pangkhua
n,pangkhua
o,pangkhua
t,pangkhua
u,pangkhua
uh,pangkhua
z,pangkhua
ŋ,pangkhua
ɒ,pangkhua
ə,pangkhua
ʔ,pangkhua
̪,pangkhua
Σ,pangkhua
